Title,Genre,Actors,Recom
Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy","Anna Faris, Bill Hader, Bruce Campbell, James Caan, Andy Samberg, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker, Lauren Graham, Will Forte, Max Neuwirth, Peter Siragusa, Angela Shelton, Neil Flynn, Liz Cackowski, Isabella Acres","Cloudy with a Chance of Meatballs 2, Rio, Bolt, Megamind, Madagascar, Despicable Me, Monsters vs. Aliens, Madagascar: Escape 2 Africa, Despicable Me 2, Hotel Transylvania, Kung Fu Panda, Bee Movie"
Hotel Transylvania 3: Summer Vacation,"Animation, Adventure, Comedy","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Keegan-Michael Key, Jim Gaffigan, Kathryn Hahn, Asher Blinkoff, Chris Parnell, Joe Jonas, Chrissy Teigen, Mel Brooks, Aaron LaPlante, Michelle Murdocca","Hotel Transylvania 2, Hotel Transylvania, Hotel Transylvania 4: Transformania, The Boss Baby, Angry Birds, Despicable Me 3, Despicable Me 2, Rio, The Secret Life of Pets, The Croods, Madagascar 3: Europe's Most Wanted, Minions"
Hotel Transylvania 4: Transformania,"Animation, Adventure, Comedy","Andy Samberg, Selena Gomez, Kathryn Hahn, Jim Gaffigan, Steve Buscemi, Molly Shannon, David Spade, Keegan-Michael Key, Brian Hull, Fran Drescher, Brad Abrell, Asher Blinkoff, Zoe Berri, Tyler Blevins, Genndy Tartakovsky, Asher Bishop, Jennifer Kluska, Victoria Gomez","Hotel Transylvania 3: Summer Vacation, Hotel Transylvania 2, Hotel Transylvania, The Boss Baby, The Croods: Family Tree, Angry Birds, Despicable Me 3, The Croods: A New Age, Despicable Me 2, Minions, Minions 2: The Rise of Gru, The Angry Birds Movie 2"
The Croods,"Animation, Adventure, Comedy","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom","The Croods: A New Age, Turbo, Rise of the Guardians, Rio, Hotel Transylvania, Cloudy with a Chance of Meatballs, The Boss Baby, Mr. Peabody & Sherman, The Lorax, Hotel Transylvania 2, Madagascar 3: Europe's Most Wanted, Despicable Me 2"
Rise of the Guardians,"Animation, Action, Adventure","Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine, Jude Law, Dakota Goyo, Khamani Griffin, Kamil McFadden, Georgie Grieve, Emily Nordwind, Jacob Bertrand, Olivia Mattingly, Dominique Grund, Ryan Crego, April Lawrence, Peter Ramsey, Isabella Blake-Thomas, Stuart Allan","The Croods, Mr. Peabody & Sherman, Cloudy with a Chance of Meatballs, Monsters vs. Aliens, Rio, The Lorax, Puss in Boots, Megamind, Bolt, Hotel Transylvania, How to Train Your Dragon 2, Turbo"
The Croods: A New Age,"Animation, Adventure, Comedy","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Leslie Mann, Peter Dinklage, Kelly Marie Tran, Kailey Crawford, Chris Sanders, James Ryan, Gabriel Jack, Melissa Disney, Joel Crawford, Januel Mercado, Ryan Naylor, Artemis Pebdani","The Croods, The Croods: Family Tree, The Angry Birds Movie 2, The Boss Baby, Dawn of the Croods, Turbo, Angry Birds, The Boss Baby: Family Business, Trolls, Hotel Transylvania 3: Summer Vacation, Rise of the Guardians, Madagascar 3: Europe's Most Wanted"
Turbo,"Animation, Adventure, Comedy","Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson, Michael Peña, Luis Guzmán, Bill Hader, Snoop Dogg, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews, Aaron Berger, Jen Cohn, Ryan Crego","Rio, Mr. Peabody & Sherman, The Croods, Bolt, Rio 2, Cloudy with a Chance of Meatballs 2, Cloudy with a Chance of Meatballs, Angry Birds, Monsters vs. Aliens, The Boss Baby, Madagascar 3: Europe's Most Wanted, The Lorax"
Mr. Peabody & Sherman,"Animation, Adventure, Comedy","Ty Burrell, Max Charles, Stephen Colbert, Leslie Mann, Lauri Fraser, Guillaume Aretos, Pat Musick, Ariel Winter, Karan Brar, Joshua Rush, Stephen Tobolowsky, Allison Janney, Dennis Haysbert, Zach Callison, Steve Valentine, Leila Birch, Stanley Tucci, Lake Bell","Turbo, The Lorax, Cloudy with a Chance of Meatballs 2, Rise of the Guardians, The Croods, Rio, Cloudy with a Chance of Meatballs, Monsters vs. Aliens, Penguins of Madagascar: The Movie, Home, Horton Hears a Who!, Madagascar 3: Europe's Most Wanted"
Madagascar 3: Europe's Most Wanted,"Animation, Adventure, Comedy","Ben Stiller, Jada Pinkett Smith, Chris Rock, David Schwimmer, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short, Chris Miller, Christopher Knights, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher","Madagascar: Escape 2 Africa, Madagascar, Ice Age 3: Dawn of the Dinosaurs, Penguins of Madagascar: The Movie, Ice Age 2: The Meltdown, Ice Age: Continental Drift, Ice Age, Rio, Kung Fu Panda 2, Kung Fu Panda 3, Shrek the 3rd, Madly Madagascar"
The Lorax,"Animation, Adventure, Comedy","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Dave B. Mitchell, Dempsey Pappion, Elmarie Wendel, Danny Cooksey, Stephen Tobolowsky, Chris Renaud, Jack Angel, Bob Bergen","Horton Hears a Who!, Cloudy with a Chance of Meatballs, Rio, Mr. Peabody & Sherman, Monsters vs. Aliens, Bolt, Turbo, Cloudy with a Chance of Meatballs 2, The Croods, Bee Movie, Rise of the Guardians, Meet the Robinsons"
Monsters vs. Aliens,"Animation, Action, Adventure","Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Paul Rudd, Julie White, Jeffrey Tambor, Amy Poehler, Ed Helms, Renée Zellweger, John Krasinski, Sean Bishop, Rich Dietl, Stephen Kearin, Rob Letterman","Cloudy with a Chance of Meatballs, Bolt, Bee Movie, Over the Hedge, Rio, Megamind, Cloudy with a Chance of Meatballs 2, Flushed Away, The Lorax, Shark Tale, Horton Hears a Who!, Madagascar: Escape 2 Africa"
Puss in Boots,"Animation, Adventure, Comedy","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell, Rich Dietl, Ryan Crego, Tom Wheeler, Conrad Vernon, Tom McGrath, Bob Joles, Latifa Ouaou, Bob Persichetti, Chris Miller, Jessica Schulte","Shrek the 3rd, Shrek 4ever After, Madagascar: Escape 2 Africa, Madagascar 3: Europe's Most Wanted, Shrek 2, Ice Age 3: Dawn of the Dinosaurs, Rio, Ice Age 2: The Meltdown, Madagascar, Penguins of Madagascar: The Movie, Rise of the Guardians, Puss in Boots: The Three Diablos"
Megamind,"Animation, Action, Comedy","Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind, J.K. Simmons, Ella Stiller, Quinn Dempsey Stiller, Brian Hopkins, Christopher Knights, Mike Mitchell, Jasper Johannes Andrews, Jack Blessing","Cloudy with a Chance of Meatballs, Kung Fu Panda, The Lego Movie, Kung Fu Panda 2, Despicable Me, Shrek, Madagascar, Wreck-It Ralph, Shrek 2, Monsters vs. Aliens, Megamind: The Button of Doom, Rango"
Bolt,"Animation, Adventure, Comedy","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, Grey Griffin, Sean Donnellan, Lino DiSalvo","Rio, Cloudy with a Chance of Meatballs, Monsters vs. Aliens, Bee Movie, Meet the Robinsons, Madagascar: Escape 2 Africa, Turbo, Over the Hedge, Madagascar, Cloudy with a Chance of Meatballs 2, Ice Age 3: Dawn of the Dinosaurs, The Lorax"
Shrek the 3rd,"Animation, Adventure, Comedy","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, John Cleese, Rupert Everett, Eric Idle, Justin Timberlake, Susanne Blakeslee, Cody Cameron, Larry King, Christopher Knights, John Krasinski, Ian McShane, Cheri Oteri, Regis Philbin, Amy Poehler","Shrek 4ever After, Shrek 2, Shrek, Madagascar, Madagascar: Escape 2 Africa, Puss in Boots, Ice Age, Ice Age 2: The Meltdown, Ice Age 3: Dawn of the Dinosaurs, Madagascar 3: Europe's Most Wanted, Ice Age: Continental Drift, Kung Fu Panda"
Shrek 4ever After,"Animation, Adventure, Comedy","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Walt Dohrn, Jane Lynch, Craig Robinson, Lake Bell, Kathy Griffin, Mary Kay Place, Kristen Schaal, Meredith Vieira, Ryan Seacrest, Cody Cameron, Larry King","Shrek the 3rd, Shrek 2, Shrek, Puss in Boots, Madagascar: Escape 2 Africa, Madagascar 3: Europe's Most Wanted, Madagascar, Ice Age 2: The Meltdown, Ice Age 3: Dawn of the Dinosaurs, Ice Age: Continental Drift, Ice Age, Kung Fu Panda 2"
Penguins of Madagascar: The Movie,"Animation, Adventure, Comedy","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich, Benedict Cumberbatch, Ken Jeong, Annet Mahendru, Peter Stormare, Andy Richter, Danny Jacobs, Sean Charmatz, Werner Herzog, Stephen Kearin, Kelly Cooney, Susan Fitzer, Chris Sanders, Emily Nordwind","Madagascar 3: Europe's Most Wanted, Madagascar: Escape 2 Africa, Madagascar, The Penguins of Madagascar, Puss in Boots, Mr. Peabody & Sherman, Ice Age 3: Dawn of the Dinosaurs, Rio, Turbo, Ice Age: Continental Drift, Angry Birds, Ice Age 2: The Meltdown"
Puss in Boots: The Three Diablos,"Animation, Short, Adventure","Antonio Banderas, Gilles Marini, Charlotte Newhouse, Chris Miller, Walt Dohrn, Bret Marnell, Miles Bakshi, Nina Zoe Bakshi, Guillaume Aretos","The Adventures of Puss in Boots, Scared Shrekless, Puss in Boots, Far Far Away Idol, Shrek: The Ghost of Lord Farquaad, Shrek the Halls, Thriller Night, The Pig Who Cried Werewolf, Monsters vs Aliens: Mutant Pumpkins from Outer Space, DreamWorks Shrek's Swamp Stories, Shrek in the Swamp Karaoke Dance Party, Night of the Living Carrots"
The Penguins of Madagascar,"Animation, Short, Action","John DiMaggio, Tom McGrath, Jeff Bennett, James Patrick Stuart, Andy Richter, Kevin Michael Richardson, Danny Jacobs, Nicole Sullivan, Mary Scheer, Conrad Vernon, Tara Strong, Fred Stoller, Dee Bradley Baker, Diedrich Bader, Grey Griffin, Cedric Yarbrough, Richard Kind, Rob Paulsen","Penguins of Madagascar: The Movie, Kung Fu Panda: Legends of Awesomeness, The Fairly OddParents, Teenage Mutant Ninja Turtles, SpongeBob SquarePants, Phineas and Ferb, The Adventures of Jimmy Neutron, Boy Genius, Tom and Jerry, Madagascar: Escape 2 Africa, Madagascar 3: Europe's Most Wanted, Danny Phantom, Ben 10"
Angry Birds,"Animation, Action, Adventure","Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader, Peter Dinklage, Sean Penn, Keegan-Michael Key, Kate McKinnon, Tony Hale, Hannibal Buress, Ike Barinholtz, Tituss Burgess, Ian Hecox, Anthony Padilla, Jillian Bell, Billy Eichner, Danielle Brooks","The Angry Birds Movie 2, The Boss Baby, Turbo, The Secret Life of Pets, Hotel Transylvania 2, Rio, The Croods, Rio 2, Cloudy with a Chance of Meatballs 2, Hotel Transylvania 3: Summer Vacation, Hotel Transylvania, Madagascar 3: Europe's Most Wanted"
The Angry Birds Movie 2,"Animation, Action, Adventure","Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader, Rachel Bloom, Awkwafina, Sterling K. Brown, Eugenio Derbez, Tiffany Haddish, Danny McBride, Peter Dinklage, Pete Davidson, Zach Woods, Dove Cameron, Maya Rudolph, JoJo Siwa, Tony Hale, Lil Rel Howery","Angry Birds, The Boss Baby, Turbo, The Secret Life of Pets 2, Rio 2, The Secret Life of Pets, Hotel Transylvania 2, Hotel Transylvania 3: Summer Vacation, Madagascar 3: Europe's Most Wanted, The Croods, Despicable Me 3, Rio"
The Secret Life of Pets,"Animation, Adventure, Comedy","Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell, Jenny Slate, Ellie Kemper, Albert Brooks, Dana Carvey, Hannibal Buress, Bobby Moynihan, Chris Renaud, Steve Coogan, Michael Beattie, Sandra Echeverría, Jaime Camil, Kiely Renaud, Bob Bergen, Jim Cummings","The Secret Life of Pets 2, The Boss Baby, Angry Birds, Despicable Me 3, Hotel Transylvania 2, The Croods, Hotel Transylvania, Rio, Despicable Me 2, Sing, Minions, Turbo"
Rio 2,"Animation, Adventure, Comedy","Jesse Eisenberg, Anne Hathaway, Jemaine Clement, Andy Garcia, Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jim Conroy, Rachel Crow, Bernardo De Paula, Nola Donkin, Miguel Ferrer, Jamie Foxx, Pierce Gagnon, Jeffrey Garcia, Bebel Gilberto, Jason Harris, Amy Noonan","Rio, Turbo, Ice Age: Continental Drift, Madagascar 3: Europe's Most Wanted, Cloudy with a Chance of Meatballs 2, Ice Age 3: Dawn of the Dinosaurs, Bolt, Madagascar: Escape 2 Africa, Ice Age 2: The Meltdown, Angry Birds, The Croods, Cloudy with a Chance of Meatballs"
Cloudy with a Chance of Meatballs 2,"Animation, Adventure, Comedy","Bill Hader, Anna Faris, Will Forte, Neil Patrick Harris, James Caan, Andy Samberg, Benjamin Bratt, Terry Crews, Kristen Schaal, Cody Cameron, Melissa Sturm, Kris Pearn, Craig Kellman, Khamani Griffin, Bridget Hoffman, Al Roker, Steve Alterman, June Christopher","Cloudy with a Chance of Meatballs, Rio, Monsters vs. Aliens, Turbo, Bolt, Mr. Peabody & Sherman, The Lorax, Rio 2, Madagascar 3: Europe's Most Wanted, Madagascar: Escape 2 Africa, Hotel Transylvania, The Croods"
The Secret Life of Pets 2,"Animation, Adventure, Comedy","Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet, Jenny Slate, Tiffany Haddish, Lake Bell, Dana Carvey, Bobby Moynihan, Hannibal Buress, Chris Renaud, Ellie Kemper, Pete Holmes, Henry Lynch, Nick Kroll, Sean Giambrone, Meredith Salenger, Michael Beattie","The Secret Life of Pets, The Boss Baby, Angry Birds, The Angry Birds Movie 2, Hotel Transylvania 3: Summer Vacation, Despicable Me 3, Hotel Transylvania 2, The Grinch, Ferdinand, Rio 2, Turbo, Despicable Me 2"
Sing,"Animation, Comedy, Family","Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, Tori Kelly, Jennifer Saunders, Jennifer Hudson, Garth Jennings, Peter Serafinowicz, Nick Kroll, Beck Bennett, Jay Pharoah, Nick Offerman, Leslie Jones, Rhea Perlman, Laraine Newman","Sing 2, The Secret Life of Pets, Zootopia, Moana, The Boss Baby, Hotel Transylvania, Frozen, Big Hero 6, Trolls, Despicable Me, Minions, Finding Dory"
The Boss Baby: Family Business,"Animation, Adventure, Comedy","Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt, Jeff Goldblum, Eva Longoria, James McGrath, Jimmy Kimmel, Lisa Kudrow, Raphael Alejandro, Serenity Reign Brown, David Soren, Nicholas Gist, James Ryan, David P. Smith, Nova Reed, Molly K. Gray, Ashlyn Lundahl","The Boss Baby, The Boss Baby: Back in Business, The Boss Baby: Back in the Crib, The Croods: A New Age, Hotel Transylvania 3: Summer Vacation, Hotel Transylvania 4: Transformania, Angry Birds, The Angry Birds Movie 2, Hotel Transylvania 2, Peter Rabbit 2: The Runaway, Trolls World Tour, The Secret Life of Pets"
Bee Movie,"Animation, Adventure, Comedy","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta, Sting, Oprah Winfrey, Larry Miller, Megan Mullally, Rip Torn, Michael Richards, Mario Joyner, Jim Cummings","Monsters vs. Aliens, Flushed Away, Over the Hedge, Bolt, Cloudy with a Chance of Meatballs, Shark Tale, Robots, Horton Hears a Who!, Open Season, Rio, The Lorax, Madagascar: Escape 2 Africa"
Flushed Away,"Animation, Action, Adventure","Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno, Bill Nighy, Andy Serkis, Shane Richie, Kathy Burke, David Suchet, Miriam Margolyes, Rachel Rawlinson, Susan Duerden, Miles Richardson, John Motson, Douglas Weston, Roger Blake, Christopher Fairbank, Paul Shardlow","Over the Hedge, Bee Movie, Shark Tale, Robots, Chicken Run, Monsters vs. Aliens, Open Season, The Curse of the Were-Rabbit, Bolt, Horton Hears a Who!, Surf's Up, Cloudy with a Chance of Meatballs"
Over the Hedge,"Animation, Adventure, Comedy","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner, Nick Nolte, Thomas Haden Church, Allison Janney, Eugene Levy, Catherine O'Hara, Avril Lavigne, Omid Djalili, Sami Kirkpatrick, Shane Baumel, Madison Davenport, Zoe Randol, Jessica DiCicco, Debra Wilson","Flushed Away, Open Season, Bee Movie, Monsters vs. Aliens, Shark Tale, Horton Hears a Who!, Madagascar: Escape 2 Africa, Robots, Surf's Up, Cloudy with a Chance of Meatballs, Bolt, Madagascar"
Shark Tale,"Animation, Adventure, Comedy","Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie, Jack Black, Martin Scorsese, Ziggy Marley, Doug E. Doug, Michael Imperioli, Vincent Pastore, Peter Falk, Katie Couric, David Soren, David P. Smith, Bobb'e J. Thompson, Kamali Minter, Emily Lyon Segan, Lenny Venito","Over the Hedge, Robots, Flushed Away, Bee Movie, Monsters vs. Aliens, Open Season, Happy Feet, Surf's Up, Chicken Run, Horton Hears a Who!, Madagascar: Escape 2 Africa, Madagascar"
Robots,"Animation, Adventure, Comedy","Ewan McGregor, Halle Berry, Mel Brooks, Robin Williams, Paula Abdul, Lucille Bliss, Terry Bradshaw, Jim Broadbent, Amanda Bynes, Drew Carey, Jennifer Coolidge, Dylan Denton, Will Denton, Marshall Efron, Damien Fahey, Lowell Ganz, Paul Giamatti, Dan Hedaya","Shark Tale, Flushed Away, Over the Hedge, Meet the Robinsons, Monsters vs. Aliens, Bee Movie, Horton Hears a Who!, Chicken Run, Surf's Up, Open Season, Bolt, Happy Feet"
Horton Hears a Who!,"Animation, Adventure, Comedy","Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Charles Osgood, Josh Flitter, Niecy Nash, Jesse McCartney, Shelby Adamowsky, Jack Angel, Caitlin Rose Anderson, Emily Anderson","The Lorax, Over the Hedge, Meet the Robinsons, Monsters vs. Aliens, Flushed Away, Bee Movie, Open Season, Robots, Bolt, Rio, Cloudy with a Chance of Meatballs, Shark Tale"
Open Season,"Animation, Adventure, Comedy","Ashton Kutcher, Martin Lawrence, Debra Messing, Gary Sinise, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton, Cody Cameron, Nika Futterman, Danny Mann, Jack McGee, Michelle Murdocca, Fergal Reilly, Maddie Taylor, Kirk Baily","Open Season 2, Over the Hedge, Shark Tale, Open Season 3, Flushed Away, Horton Hears a Who!, Bee Movie, Monsters vs. Aliens, Bolt, Surf's Up, Robots, Happy Feet"
Happy Feet,"Animation, Adventure, Comedy","Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams, Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Nicole Kidman, Hugo Weaving, Elizabeth Daily, Magda Szubanski, Miriam Margolyes, Fat Joe, Alyssa Shafer, Cesar Flores, Anthony LaPaglia, Danny Mann","Happy Feet Two, Shark Tale, Surf's Up, Open Season, Over the Hedge, Robots, Bee Movie, Flushed Away, Horton Hears a Who!, Monsters vs. Aliens, Bolt, Rio"
Happy Feet Two,"Animation, Adventure, Comedy","Elijah Wood, Robin Williams, Pink, Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Sofía Vergara, Ava Acres, Benjamin Flores Jr., Meibh Campbell, Common, Magda Szubanski, Hugo Weaving, Brad Pitt, Matt Damon, Hank Azaria, Richard Carter","Happy Feet, Surf's Up, Open Season, Shark Tale, Babe: Pig in the City, Open Season 2, Rio 2, Rio, Bee Movie, Robots, Over the Hedge, Madagascar 3: Europe's Most Wanted"
Meet the Robinsons,"Animation, Adventure, Comedy","Daniel Hansen, Wesley Singerman, Angela Bassett, Jordan Fry, Matthew Josten, John H. H. Ford, Dara McGarry, Tom Kenny, Laurie Metcalf, Don Hall, Paul Butcher, Tracey Miller-Zarneke, Michaela Jill Murphy, Stephen J. Anderson, Ethan Sandler, Harland Williams, Nathan Greno, Kelly Hoover","Bolt, Horton Hears a Who!, Robots, Over the Hedge, Monsters vs. Aliens, Bee Movie, Brother Bear, The Lorax, Cloudy with a Chance of Meatballs, Flushed Away, Open Season, Chicken Little"
Surf's Up 2: WaveMania,"Animation, Adventure, Comedy","Jeremy Shada, Jon Heder, Melissa Sturm, John Cena, Mark Calaway, Paul Levesque, Diedrich Bader, Vince McMahon, Saraya-Jade Bevis, Declan Churchill Carter, James Patrick Stuart, Michael Coulthard, Zoe Lulu, Veronica J. Valentini","Surf's Up, Open Season: Scared Silly!, Open Season 2, Open Season 3, Happy Feet Two, The Nut Job 2: Nutty by Nature, The Nut Job, Open Season, Free Birds, Happy Feet, The Wild, Boog & Elliot's Midnight Bun Run"
Surf's Up,"Animation, Adventure, Comedy","Shia LaBeouf, Zooey Deschanel, Jon Heder, Jeff Bridges, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Selema Masekela, Ash Brannon, Chris Buck, Brian Posehn, Dana Belben, Reed Buck, Reese Elowe, Jack P. Ranjo, Maddie Taylor","Over the Hedge, Happy Feet, Shark Tale, Flushed Away, Open Season, Robots, Bee Movie, Horton Hears a Who!, Meet the Robinsons, Monsters vs. Aliens, Surf's Up 2: WaveMania, Chicken Run"
Open Season: Scared Silly!,"Animation, Adventure, Comedy","Will Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis, Maruti Garikiparthi, Maddie Taylor, Frank Welker","Open Season 3, Open Season 2, Open Season, Surf's Up 2: WaveMania, The Nut Job 2: Nutty by Nature, Boog & Elliot's Midnight Bun Run, Free Birds, The Nut Job, The Smurfs 2, Over the Hedge, The Smurfs, Happy Feet Two"
Open Season 2,"Animation, Adventure, Comedy","Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack, Danny Mann, Maddie Taylor, Nika Futterman, Sean P. Mullen, Michelle Murdocca, Jacquie Barnbrook, Dana Belben","Open Season 3, Open Season, Open Season: Scared Silly!, Over the Hedge, Flushed Away, Horton Hears a Who!, Bee Movie, Rio 2, Monsters vs. Aliens, Madagascar: Escape 2 Africa, Madagascar 3: Europe's Most Wanted, Surf's Up"
Open Season 3,"Animation, Adventure, Comedy","Matthew J. Munn, Nika Futterman, Maddie Taylor, André Sogliuzzo, Danny Mann, Karley Scott Collins, Ciara Bravo, Harrison Fahn, Melissa Sturm, Jeff Bennett, Dana Snyder, Georgia Engel, Cody Cameron, Steve Schirripa, Fred Stoller, Sean P. Mullen, Crispin Glover, Michelle Murdocca","Open Season 2, Open Season: Scared Silly!, Open Season, Surf's Up 2: WaveMania, Over the Hedge, Rio 2, Cloudy with a Chance of Meatballs 2, Horton Hears a Who!, Surf's Up, Flushed Away, Monsters vs. Aliens, Madagascar 3: Europe's Most Wanted"
The Nut Job 2: Nutty by Nature,"Animation, Adventure, Comedy","Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan, Isabela Merced, Peter Stormare, Gabriel Iglesias, Jeff Dunham, Sebastian Maniscalco, Kari Wahlgren, Jackie Chan, Katherine Heigl, Julie Lemieux, Dwayne Hill, Josh Robert Thompson, Rob Tinkler, Jess Harnell, Fred Tatasciore","The Nut Job, Free Birds, The Son of Bigfoot, Robinson Crusoe, Escape from Planet Earth, The House of Magic, Les as de la jungle, Open Season: Scared Silly!, Open Season 2, Norm of the North, Open Season 3, Spark: A Space Tail"
The Nut Job,"Animation, Adventure, Comedy","Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl, Stephen Lang, Maya Rudolph, Jeff Dunham, Gabriel Iglesias, Sarah Gadon, James Rankin, Scott Yaphe, Joe Pingue, Annick Obonsawin, Julie Lemieux, Rob Tinkler, James Kee, Scott McCord, Katie Griffin","The Nut Job 2: Nutty by Nature, Free Birds, Escape from Planet Earth, Open Season 2, The House of Magic, Open Season 3, Everyone's Hero, Astro Boy, The Smurfs, Furry Vengeance, Planes, Planet 51"
The Wild,"Animation, Adventure, Comedy","Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind, Greg Cipes, Colin Hay, Miles Marsico, Jack De Sena, Don Cherry, Christian Argueta, David Cowgill, Lenny Venito, Joseph Siravo, Colin Cunningham, Patrick Warburton, Jonathan Kimmel","Valiant, Chicken Little, Home on the Range, Barnyard, The Ant Bully, Everyone's Hero, G-Force, Planet 51, Open Season, Hoodwinked!, Dinosaur, Astro Boy"
Boog & Elliot's Midnight Bun Run,"Animation, Short, Comedy","Martin Lawrence, Ashton Kutcher, Georgia Engel, Gordon Tootoosis, Cody Cameron","Open Season 3, Open Season 2, Open Season: Scared Silly!, Open Season, The Smurfs: A Christmas Carol, Surf's Up 2: WaveMania, Free Birds, Over the Hedge, Robinson Crusoe, Ice Age: A Mammoth Christmas, Surviving Sid, The House of Magic"
The Ant Bully,"Animation, Adventure, Comedy","Paul Giamatti, Nicolas Cage, Julia Roberts, Meryl Streep, Zach Tyler Eisen, Regina King, Bruce Campbell, Lily Tomlin, Cheri Oteri, Larry Miller, Allison Mack, Ricardo Montalban, Creagen Dow, Myles Jeffrey, Jake T. Austin, Rob Paulsen, S. Scott Bullock, Mark DeCarlo","Barnyard, Planet 51, Astro Boy, Chicken Little, Valiant, G-Force, Arthur et les Minimoys, The Wild, Everyone's Hero, The Ant Bully, Open Season, Hoodwinked!"
G-Force,"Animation, Action, Adventure","Will Arnett, Penélope Cruz, Zach Galifianakis, Bill Nighy, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Loudon Wainwright III, Chris Ellis, Travis Davis, James Huang, Corey Michael Eubanks, Steve Kelso, Eddie Yansick","Astro Boy, Alvin and the Chipmunks, Alvin and the Chipmunks: The Squeakquel, Planet 51, The Smurfs, Garfield, The Ant Bully, Garfield: A Tale of Two Kitties, Chicken Little, Alvin and the Chipmunks: Chipwrecked, The Wild, The Smurfs 2"
